score,source,target
471,/workshop-files//Sarjeant gallery.doc,/workshop-files//kiwisaver amendment.doc
112,/workshop-files//Sarjeant gallery.doc,/workshop-files//Geographical Indications 04.DOC
441,/workshop-files//Sarjeant gallery.doc,/workshop-files//taiwan national day.doc
507,/workshop-files//Sarjeant gallery.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
465,/workshop-files//Sarjeant gallery.doc,/workshop-files//dhb changes.doc
472,/workshop-files//Sarjeant gallery.doc,/workshop-files//dhb changes draft.doc
478,/workshop-files//Sarjeant gallery.doc,/workshop-files//election date.doc
258,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//supreme court.doc
547,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//080507 - new prison welcomed.doc
451,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//kiwisaver amendment.doc
114,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//Geographical Indications 04.DOC
415,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//taiwan national day.doc
487,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
445,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//dhb changes.doc
447,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//dhb changes draft.doc
458,/workshop-files//NZSafetyAwards15Aug.doc,/workshop-files//election date.doc
529,/workshop-files//supreme court.doc,/workshop-files//080507 - new prison welcomed.doc
444,/workshop-files//supreme court.doc,/workshop-files//kiwisaver amendment.doc
256,/workshop-files//supreme court.doc,/workshop-files//Geographical Indications 04.DOC
457,/workshop-files//supreme court.doc,/workshop-files//taiwan national day.doc
531,/workshop-files//supreme court.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
437,/workshop-files//supreme court.doc,/workshop-files//dhb changes.doc
435,/workshop-files//supreme court.doc,/workshop-files//dhb changes draft.doc
451,/workshop-files//supreme court.doc,/workshop-files//election date.doc
475,/workshop-files//080507 - new prison welcomed.doc,/workshop-files//kiwisaver amendment.doc
505,/workshop-files//080507 - new prison welcomed.doc,/workshop-files//Geographical Indications 04.DOC
491,/workshop-files//080507 - new prison welcomed.doc,/workshop-files//taiwan national day.doc
393,/workshop-files//080507 - new prison welcomed.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
473,/workshop-files//080507 - new prison welcomed.doc,/workshop-files//dhb changes.doc
470,/workshop-files//080507 - new prison welcomed.doc,/workshop-files//dhb changes draft.doc
478,/workshop-files//080507 - new prison welcomed.doc,/workshop-files//election date.doc
391,/workshop-files//kiwisaver amendment.doc,/workshop-files//Geographical Indications 04.DOC
29,/workshop-files//kiwisaver amendment.doc,/workshop-files//taiwan national day.doc
229,/workshop-files//kiwisaver amendment.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
26,/workshop-files//kiwisaver amendment.doc,/workshop-files//dhb changes.doc
23,/workshop-files//kiwisaver amendment.doc,/workshop-files//dhb changes draft.doc
18,/workshop-files//kiwisaver amendment.doc,/workshop-files//election date.doc
380,/workshop-files//Geographical Indications 04.DOC,/workshop-files//taiwan national day.doc
432,/workshop-files//Geographical Indications 04.DOC,/workshop-files//NZ Music Month quiz answers 2006.doc
406,/workshop-files//Geographical Indications 04.DOC,/workshop-files//dhb changes.doc
392,/workshop-files//Geographical Indications 04.DOC,/workshop-files//dhb changes draft.doc
392,/workshop-files//Geographical Indications 04.DOC,/workshop-files//election date.doc
217,/workshop-files//taiwan national day.doc,/workshop-files//NZ Music Month quiz answers 2006.doc
26,/workshop-files//taiwan national day.doc,/workshop-files//dhb changes.doc
19,/workshop-files//taiwan national day.doc,/workshop-files//dhb changes draft.doc
24,/workshop-files//taiwan national day.doc,/workshop-files//election date.doc
218,/workshop-files//NZ Music Month quiz answers 2006.doc,/workshop-files//dhb changes.doc
233,/workshop-files//NZ Music Month quiz answers 2006.doc,/workshop-files//dhb changes draft.doc
230,/workshop-files//NZ Music Month quiz answers 2006.doc,/workshop-files//election date.doc
14,/workshop-files//dhb changes.doc,/workshop-files//dhb changes draft.doc
25,/workshop-files//dhb changes.doc,/workshop-files//election date.doc
18,/workshop-files//dhb changes draft.doc,/workshop-files//election date.doc
